id,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
1140,34,No,Frequently,1003.0,Research & Development,2,Basic Education,Life Sciences,Delighted,Male,95.0,Satisfied,Junior,Manufacturing Director,Satisfied,Single,4033.0,2,No,11,Satisfied,Delighted,Unvested,5,3,Dissatisfied,3,2,0,2
1143,29,No,Frequently,490.0,Research & Development,10,Associate Degree,Life Sciences,Delighted,Female,61.0,Satisfied,Entry Level,Research Scientist,Dissatisfied,Unknown,3291.0,0,No,14,Satisfied,Delighted,Intermediate,8,2,Dissatisfied,7,5,1,1
1148,42,No,Rarely,188.0,Research & Development,29,Associate Degree,Medical,Dissatisfied,Male,56.0,Not Satisfied at all,Junior,Laboratory Technician,Delighted,Single,4272.0,4,No,19,Satisfied,Not Satisfied at all,Unvested,16,3,Satisfied,1,0,0,0
1150,29,No,Rarely,718.0,Research & Development,8,No Formal Education,Medical,Dissatisfied,Male,79.0,Dissatisfied,Junior,Manufacturing Director,Delighted,Married,5056.0,1,Yes,15,Satisfied,Satisfied,Basic,10,2,Dissatisfied,10,7,1,2
1152,38,No,Rarely,433.0,Human Resources,1,Associate Degree,Human Resources,Satisfied,Male,37.0,Delighted,Entry Level,Human Resources,Satisfied,Married,2844.0,1,No,13,Satisfied,Delighted,Basic,7,2,Delighted,7,6,5,0
1154,28,No,Frequently,773.0,Research & Development,6,Associate Degree,Life Sciences,Satisfied,Male,39.0,Dissatisfied,Entry Level,Research Scientist,Satisfied,Divorced,2703.0,1,Yes,14,Satisfied,Delighted,Basic,3,2,Satisfied,3,1,0,2
1156,18,Yes,Non,247.0,Research & Development,8,No Formal Education,Medical,Satisfied,Male,80.0,Satisfied,Entry Level,Laboratory Technician,Satisfied,Single,1904.0,1,No,12,Satisfied,Delighted,Unvested,0,0,Satisfied,0,0,0,0
1157,33,Yes,Rarely,603.0,Sales,9,Bachelor's Degree,Marketing,Not Satisfied at all,Female,77.0,Satisfied,Junior,Sales Executive,Not Satisfied at all,Single,8224.0,0,Yes,17,Satisfied,Not Satisfied at all,Unvested,6,3,Satisfied,5,2,0,3
1158,41,No,Rarely,167.0,Research & Development,12,Bachelor's Degree,Life Sciences,Dissatisfied,Male,46.0,Satisfied,Entry Level,Laboratory Technician,Delighted,Married,4766.0,3,No,11,Satisfied,Not Satisfied at all,Basic,6,4,Satisfied,1,0,0,0
1160,31,Yes,Rarely,874.0,Research & Development,15,Associate Degree,Medical,Satisfied,Male,72.0,Satisfied,Entry Level,Laboratory Technician,Satisfied,Married,2610.0,1,No,12,Satisfied,Satisfied,Basic,2,5,Dissatisfied,2,2,2,2
1161,37,No,Rarely,367.0,Research & Development,25,Basic Education,Medical,Satisfied,Female,52.0,Dissatisfied,Junior,Healthcare Representative,Delighted,Divorced,5731.0,7,No,13,Satisfied,Satisfied,Intermediate,9,2,Satisfied,6,2,1,3
1162,27,No,Rarely,199.0,Research & Development,6,Associate Degree,Life Sciences,Delighted,Male,55.0,Dissatisfied,Entry Level,Research Scientist,Satisfied,Married,2539.0,1,No,13,Satisfied,Satisfied,Basic,4,0,Satisfied,4,2,2,2
1163,34,No,Rarely,1400.0,Sales,9,No Formal Education,Life Sciences,Dissatisfied,Female,70.0,Satisfied,Junior,Sales Executive,Unknown,Unknown,5714.0,1,No,20,Delighted,Not Satisfied at all,Unvested,6,3,Dissatisfied,6,5,1,3
1164,35,No,Rarely,528.0,Human Resources,8,Bachelor's Degree,Technical Degree,Satisfied,Male,100.0,Satisfied,Entry Level,Human Resources,Satisfied,Single,4323.0,1,No,17,Satisfied,Dissatisfied,Unvested,6,2,Not Satisfied at all,5,4,1,4
1165,29,Yes,Rarely,408.0,Sales,23,No Formal Education,Life Sciences,Delighted,Female,45.0,Dissatisfied,Senior,Sales Executive,Not Satisfied at all,Married,7336.0,1,No,13,Satisfied,Not Satisfied at all,Basic,11,3,Not Satisfied at all,11,8,3,10
1166,40,No,Frequently,593.0,Research & Development,9,Bachelor's Degree,Medical,Dissatisfied,Female,88.0,Satisfied,Senior,Research Director,Satisfied,Single,13499.0,9,No,17,Satisfied,Satisfied,Unvested,20,3,Dissatisfied,18,7,2,13
1167,42,Yes,Frequently,481.0,Sales,12,Associate Degree,Life Sciences,Satisfied,Male,44.0,Satisfied,Manager,Sales Executive,Not Satisfied at all,Single,13758.0,0,Yes,12,Satisfied,Dissatisfied,Unvested,22,2,Dissatisfied,21,9,13,14
1171,42,No,Rarely,647.0,Sales,4,Bachelor's Degree,Marketing,Dissatisfied,Male,45.0,Satisfied,Junior,Sales Executive,Not Satisfied at all,Single,5155.0,7,No,13,Satisfied,Delighted,Unvested,9,3,Delighted,6,4,1,2
1172,35,No,Rarely,982.0,Research & Development,1,Bachelor's Degree,Medical,Delighted,Male,58.0,Dissatisfied,Entry Level,Laboratory Technician,Satisfied,Married,2258.0,6,No,12,Satisfied,Dissatisfied,Basic,10,2,Satisfied,8,0,1,7
1173,24,No,Rarely,477.0,Research & Development,24,Associate Degree,Medical,Delighted,Male,49.0,Satisfied,Entry Level,Laboratory Technician,Dissatisfied,Single,3597.0,8,No,22,Delighted,Delighted,Unvested,6,2,Satisfied,4,3,1,2
1175,28,Yes,Rarely,1485.0,Research & Development,12,No Formal Education,Life Sciences,Satisfied,Female,79.0,Satisfied,Entry Level,Laboratory Technician,Delighted,Unknown,2515.0,1,Yes,11,Satisfied,Delighted,Unvested,1,4,Dissatisfied,1,1,0,2
1177,26,No,Rarely,1384.0,Research & Development,3,Bachelor's Degree,Medical,Not Satisfied at all,Male,82.0,Delighted,Entry Level,Laboratory Technician,Delighted,Unknown,4420.0,1,No,22,Delighted,Dissatisfied,Basic,8,2,Satisfied,8,7,0,7
1179,30,No,Rarely,852.0,Sales,10,Associate Degree,Marketing,Satisfied,Male,72.0,Dissatisfied,Junior,Sales Executive,Satisfied,Married,6578.0,1,No,18,Satisfied,Not Satisfied at all,Basic,10,3,Satisfied,10,3,1,4
1180,40,No,Frequently,902.0,Research & Development,26,Basic Education,Medical,Satisfied,Female,92.0,Dissatisfied,Junior,Research Scientist,Delighted,Married,4422.0,3,Yes,13,Satisfied,Delighted,Basic,16,3,Not Satisfied at all,1,1,0,0
1182,35,No,Rarely,819.0,Research & Development,2,Associate Degree,Life Sciences,Satisfied,Male,44.0,Dissatisfied,Senior,Manufacturing Director,Dissatisfied,Divorced,10274.0,2,No,18,Satisfied,Dissatisfied,Basic,15,2,Delighted,7,7,6,7
1184,34,No,Frequently,669.0,Research & Development,1,Associate Degree,Medical,Delighted,Male,97.0,Dissatisfied,Junior,Healthcare Representative,Not Satisfied at all,Single,5343.0,0,No,20,Delighted,Satisfied,Unvested,14,3,Satisfied,13,9,4,9
1185,35,No,Frequently,636.0,Research & Development,4,Bachelor's Degree,Other,Delighted,Male,47.0,Dissatisfied,Entry Level,Laboratory Technician,Delighted,Married,2376.0,1,No,13,Satisfied,Dissatisfied,Basic,2,2,Delighted,2,2,2,2
1188,43,Yes,Rarely,1372.0,Sales,9,Associate Degree,Marketing,Not Satisfied at all,Female,85.0,Not Satisfied at all,Junior,Sales Executive,Satisfied,Single,5346.0,8,No,13,Satisfied,Dissatisfied,Unvested,7,2,Dissatisfied,4,3,1,3
1190,32,No,Rarely,862.0,Sales,2,No Formal Education,Life Sciences,Satisfied,Female,76.0,Satisfied,Entry Level,Sales Representative,Not Satisfied at all,Divorced,2827.0,1,No,12,Satisfied,Satisfied,Executive,1,3,Satisfied,1,0,0,0
1191,56,No,Rarely,718.0,Research & Development,4,Bachelor's Degree,Technical Degree,Delighted,Female,92.0,Satisfied,Executive,Manager,Not Satisfied at all,Divorced,19943.0,4,No,13,Satisfied,Delighted,Basic,28,2,Satisfied,5,2,4,2
1192,29,No,Rarely,1401.0,Research & Development,6,No Formal Education,Medical,Dissatisfied,Female,54.0,Satisfied,Entry Level,Laboratory Technician,Delighted,Married,3131.0,1,No,13,Satisfied,Not Satisfied at all,Basic,10,5,Satisfied,10,8,0,8
1193,19,No,Rarely,645.0,Research & Development,9,Basic Education,Life Sciences,Satisfied,Male,54.0,Satisfied,Entry Level,Research Scientist,Not Satisfied at all,Single,2552.0,1,No,25,Delighted,Satisfied,Unvested,1,4,Satisfied,1,1,0,0
1195,45,No,Rarely,1457.0,Research & Development,7,Associate Degree,Unknown,Not Satisfied at all,Female,83.0,Satisfied,Entry Level,Research Scientist,Satisfied,Married,4477.0,4,No,19,Satisfied,Satisfied,Basic,7,3,Dissatisfied,3,2,0,2
1196,37,No,Rarely,977.0,Research & Development,1,Associate Degree,Life Sciences,Delighted,Female,56.0,Dissatisfied,Junior,Manufacturing Director,Delighted,Married,6474.0,1,No,13,Satisfied,Dissatisfied,Basic,14,2,Dissatisfied,14,8,3,11
1198,20,No,Rarely,805.0,Research & Development,3,Associate Degree,Life Sciences,Not Satisfied at all,Male,87.0,Dissatisfied,Entry Level,Laboratory Technician,Satisfied,Single,3033.0,1,No,12,Satisfied,Not Satisfied at all,Unvested,2,2,Dissatisfied,2,2,1,2
1200,44,Yes,Rarely,1097.0,Research & Development,10,Bachelor's Degree,Life Sciences,Satisfied,Male,96.0,Satisfied,Entry Level,Research Scientist,Satisfied,Single,2936.0,1,Yes,11,Satisfied,Satisfied,Unvested,6,4,Satisfied,6,4,0,3
1201,53,No,Rarely,1223.0,Research & Development,7,Basic Education,Medical,Delighted,Female,50.0,Satisfied,Executive,Manager,Satisfied,Divorced,18606.0,3,No,18,Satisfied,Dissatisfied,Basic,26,6,Satisfied,7,7,4,7
1202,29,No,Rarely,942.0,Research & Development,15,No Formal Education,Life Sciences,Dissatisfied,Female,69.0,Not Satisfied at all,Entry Level,Research Scientist,Delighted,Married,2168.0,0,Yes,18,Satisfied,Not Satisfied at all,Basic,6,2,Dissatisfied,5,4,1,3
1203,22,Yes,Frequently,1256.0,Research & Development,3,Bachelor's Degree,Life Sciences,Satisfied,Male,48.0,Dissatisfied,Entry Level,Research Scientist,Delighted,Married,2853.0,0,Yes,11,Satisfied,Dissatisfied,Basic,1,5,Satisfied,0,0,0,0
1204,46,No,Rarely,1402.0,Sales,2,Associate Degree,Unknown,Satisfied,Female,69.0,Satisfied,Manager,Manager,Not Satisfied at all,Unknown,17048.0,8,No,23,Delighted,Not Satisfied at all,Unvested,28,2,Satisfied,26,15,15,6
1206,44,No,Rarely,111.0,Research & Development,17,Associate Degree,Life Sciences,Delighted,Male,74.0,Not Satisfied at all,Entry Level,Research Scientist,Satisfied,Single,2290.0,2,No,13,Satisfied,Delighted,Unvested,6,3,Satisfied,0,0,0,0
1207,33,No,Rarely,147.0,Human Resources,2,Associate Degree,Human Resources,Dissatisfied,Male,99.0,Satisfied,Entry Level,Human Resources,Satisfied,Married,3600.0,1,No,13,Satisfied,Delighted,Basic,5,2,Satisfied,5,4,1,4
1210,41,Yes,Non,906.0,Research & Development,5,Basic Education,Life Sciences,Not Satisfied at all,Male,95.0,Dissatisfied,Entry Level,Research Scientist,Not Satisfied at all,Divorced,2107.0,6,No,17,Satisfied,Not Satisfied at all,Basic,5,2,Not Satisfied at all,1,0,0,0
1211,30,No,Rarely,1329.0,Sales,29,Bachelor's Degree,Life Sciences,Satisfied,Male,61.0,Satisfied,Junior,Sales Executive,Not Satisfied at all,Divorced,4115.0,8,No,19,Satisfied,Satisfied,Executive,8,3,Satisfied,4,3,0,3
1212,40,No,Frequently,1184.0,Sales,2,Bachelor's Degree,Medical,Dissatisfied,Male,62.0,Satisfied,Junior,Sales Executive,Dissatisfied,Married,4327.0,5,No,12,Satisfied,Delighted,Executive,5,2,Satisfied,0,0,0,0
1215,50,No,Frequently,1421.0,Research & Development,2,Associate Degree,Medical,Delighted,Female,30.0,Satisfied,Manager,Manager,Not Satisfied at all,Married,17856.0,2,No,22,Delighted,Satisfied,Basic,32,3,Satisfied,2,2,2,2
1216,28,No,Rarely,1179.0,Research & Development,19,Bachelor's Degree,Medical,Delighted,Male,78.0,Dissatisfied,Entry Level,Laboratory Technician,Not Satisfied at all,Married,3196.0,1,No,12,Satisfied,Satisfied,Executive,6,4,Satisfied,6,5,3,3
1217,46,No,Rarely,1450.0,Research & Development,15,Basic Education,Life Sciences,Delighted,Male,52.0,Satisfied,Executive,Research Director,Dissatisfied,Married,19081.0,5,No,11,Satisfied,Not Satisfied at all,Basic,25,2,Satisfied,4,2,0,3
1218,35,No,Rarely,1361.0,Sales,17,Bachelor's Degree,Life Sciences,Satisfied,Male,94.0,Satisfied,Junior,Sales Executive,Not Satisfied at all,Unknown,8966.0,3,Yes,15,Satisfied,Delighted,Executive,15,2,Satisfied,7,7,1,7
1219,24,Yes,Rarely,984.0,Research & Development,17,Basic Education,Life Sciences,Delighted,Female,97.0,Satisfied,Entry Level,Laboratory Technician,Dissatisfied,Married,2210.0,1,No,13,Satisfied,Not Satisfied at all,Basic,1,3,Not Satisfied at all,1,0,0,0
1220,33,No,Frequently,1146.0,Sales,25,Associate Degree,Medical,Dissatisfied,Female,82.0,Satisfied,Junior,Sales Executive,Satisfied,Married,4539.0,1,No,12,Satisfied,Not Satisfied at all,Basic,10,3,Dissatisfied,10,7,0,1
1221,36,No,Rarely,917.0,Research & Development,6,Bachelor's Degree,Life Sciences,Satisfied,Male,60.0,Not Satisfied at all,Entry Level,Laboratory Technician,Satisfied,Divorced,2741.0,1,No,14,Satisfied,Satisfied,Basic,7,4,Satisfied,7,7,1,7
1224,30,No,Rarely,853.0,Research & Development,7,Bachelor's Degree,Life Sciences,Satisfied,Male,49.0,Satisfied,Junior,Laboratory Technician,Satisfied,Unknown,3491.0,1,No,13,Satisfied,Not Satisfied at all,Executive,10,4,Dissatisfied,10,7,8,9
1225,44,No,Rarely,200.0,Research & Development,29,Bachelor's Degree,Other,Delighted,Male,32.0,Satisfied,Junior,Research Scientist,Delighted,Single,4541.0,1,No,25,Delighted,Dissatisfied,Unvested,20,3,Satisfied,20,11,13,17
1226,20,No,Rarely,654.0,Sales,21,Associate Degree,Marketing,Satisfied,Male,43.0,Delighted,Entry Level,Sales Representative,Delighted,Single,2678.0,1,No,17,Satisfied,Delighted,Unvested,2,2,Satisfied,2,1,2,2
1228,46,No,Rarely,150.0,Research & Development,2,Bachelor's Degree,Technical Degree,Delighted,Male,60.0,Satisfied,Junior,Manufacturing Director,Delighted,Divorced,7379.0,2,No,11,Satisfied,Satisfied,Basic,12,3,Dissatisfied,6,3,1,4
1231,42,No,Non,179.0,Human Resources,2,Postgraduate,Medical,Delighted,Male,79.0,Delighted,Junior,Human Resources,Not Satisfied at all,Married,6272.0,7,No,16,Satisfied,Not Satisfied at all,Basic,10,3,Delighted,4,3,0,3
1233,60,No,Rarely,696.0,Sales,7,Bachelor's Degree,Marketing,Dissatisfied,Male,52.0,Delighted,Junior,Sales Executive,Delighted,Unknown,5220.0,0,Yes,18,Satisfied,Dissatisfied,Basic,12,3,Satisfied,11,7,1,9
1234,32,No,Frequently,116.0,Research & Development,13,Associate Degree,Other,Satisfied,Female,77.0,Dissatisfied,Entry Level,Laboratory Technician,Dissatisfied,Married,2743.0,1,No,20,Delighted,Satisfied,Basic,2,2,Satisfied,2,2,2,2
1235,32,No,Frequently,1316.0,Research & Development,2,Basic Education,Life Sciences,Delighted,Female,38.0,Satisfied,Junior,Research Scientist,Satisfied,Single,4998.0,4,Yes,14,Satisfied,Delighted,Unvested,10,2,Satisfied,8,7,0,7
1237,36,No,Rarely,363.0,Research & Development,1,Associate Degree,Technical Degree,Satisfied,Female,77.0,Not Satisfied at all,Senior,Manufacturing Director,Not Satisfied at all,Unknown,10252.0,2,Yes,21,Delighted,Satisfied,Basic,17,2,Satisfied,7,7,7,7
1238,33,No,Rarely,117.0,Research & Development,9,Associate Degree,Medical,Not Satisfied at all,Male,60.0,Satisfied,Entry Level,Research Scientist,Delighted,Married,2781.0,0,No,13,Satisfied,Dissatisfied,Basic,15,5,Satisfied,14,10,4,10
1239,40,No,Rarely,107.0,Sales,10,Associate Degree,Technical Degree,Dissatisfied,Female,84.0,Dissatisfied,Junior,Sales Executive,Dissatisfied,Divorced,6852.0,7,No,12,Satisfied,Dissatisfied,Basic,7,2,Delighted,5,1,1,3
1240,25,No,Rarely,1356.0,Sales,10,Bachelor's Degree,Life Sciences,Satisfied,Male,57.0,Satisfied,Junior,Sales Executive,Delighted,Single,4950.0,0,No,14,Satisfied,Dissatisfied,Unvested,5,4,Satisfied,4,3,1,1
1241,30,No,Rarely,1465.0,Research & Development,1,Associate Degree,Medical,Delighted,Male,63.0,Satisfied,Entry Level,Research Scientist,Dissatisfied,Married,3579.0,0,Yes,21,Delighted,Not Satisfied at all,Basic,12,2,Satisfied,11,9,5,7
1242,42,No,Frequently,458.0,Research & Development,26,Postgraduate,Medical,Not Satisfied at all,Female,60.0,Satisfied,Senior,Research Director,Not Satisfied at all,Married,13191.0,3,Yes,17,Satisfied,Satisfied,Unvested,20,6,Satisfied,1,0,0,0
1243,35,No,Non,1212.0,Sales,8,Basic Education,Marketing,Satisfied,Female,78.0,Dissatisfied,Senior,Sales Executive,Delighted,Married,10377.0,4,Yes,11,Satisfied,Dissatisfied,Basic,16,6,Dissatisfied,13,2,4,12
1244,27,No,Rarely,1103.0,Research & Development,14,Associate Degree,Unknown,Not Satisfied at all,Male,42.0,Satisfied,Entry Level,Research Scientist,Not Satisfied at all,Married,2235.0,1,Yes,14,Satisfied,Delighted,Intermediate,9,3,Dissatisfied,9,7,6,8
1245,54,No,Frequently,966.0,Research & Development,1,Bachelor's Degree,Life Sciences,Delighted,Female,53.0,Satisfied,Senior,Manufacturing Director,Satisfied,Divorced,10502.0,7,No,17,Satisfied,Not Satisfied at all,Basic,33,2,Not Satisfied at all,5,4,1,4
1246,44,No,Rarely,1117.0,Research & Development,2,No Formal Education,Life Sciences,Not Satisfied at all,Female,72.0,Delighted,Entry Level,Research Scientist,Delighted,Married,2011.0,1,No,13,Satisfied,Delighted,Basic,10,5,Satisfied,10,5,7,6
1248,19,Yes,Non,504.0,Research & Development,10,Associate Degree,Medical,Not Satisfied at all,Female,96.0,Dissatisfied,Entry Level,Research Scientist,Dissatisfied,Single,1859.0,1,Yes,25,Delighted,Dissatisfied,Unvested,1,2,Delighted,1,1,0,0
1249,29,No,Rarely,1010.0,Research & Development,1,Associate Degree,Life Sciences,Not Satisfied at all,Female,97.0,Satisfied,Entry Level,Research Scientist,Delighted,Unknown,3760.0,1,No,15,Satisfied,Not Satisfied at all,Executive,3,5,Satisfied,3,2,1,2
1250,54,No,Rarely,685.0,Research & Development,3,Associate Degree,Life Sciences,Delighted,Male,85.0,Satisfied,Manager,Research Director,Delighted,Married,17779.0,3,No,14,Satisfied,Not Satisfied at all,Unvested,36,2,Satisfied,10,9,0,9
1251,31,No,Rarely,1332.0,Research & Development,11,Basic Education,Medical,Satisfied,Male,80.0,Satisfied,Junior,Healthcare Representative,Not Satisfied at all,Married,6833.0,1,Yes,12,Satisfied,Delighted,Unvested,6,2,Dissatisfied,6,5,0,1
1252,31,No,Rarely,1062.0,Research & Development,24,Associate Degree,Medical,Satisfied,Female,96.0,Dissatisfied,Junior,Healthcare Representative,Not Satisfied at all,Single,6812.0,1,No,19,Satisfied,Dissatisfied,Unvested,10,2,Satisfied,10,9,1,6
1254,59,No,Rarely,326.0,Sales,3,Associate Degree,Life Sciences,Satisfied,Female,48.0,Dissatisfied,Junior,Sales Executive,Delighted,Single,5171.0,5,No,17,Satisfied,Delighted,Unvested,13,2,Satisfied,6,1,0,5
1255,43,No,Rarely,920.0,Research & Development,3,Associate Degree,Life Sciences,Satisfied,Male,96.0,Not Satisfied at all,Executive,Research Director,Delighted,Married,19740.0,3,No,14,Satisfied,Dissatisfied,Basic,25,2,Satisfied,8,7,0,7
1256,49,No,Rarely,1098.0,Research & Development,4,Basic Education,Medical,Not Satisfied at all,Male,85.0,Dissatisfied,Executive,Manager,Satisfied,Married,18711.0,2,No,13,Satisfied,Satisfied,Basic,23,2,Delighted,1,0,0,3
1257,36,No,Frequently,469.0,Research & Development,3,Associate Degree,Technical Degree,Satisfied,Male,46.0,Satisfied,Entry Level,Research Scientist,Dissatisfied,Married,3692.0,1,No,12,Satisfied,Satisfied,Unvested,12,2,Dissatisfied,11,10,0,7
1258,48,No,Rarely,969.0,Research & Development,2,Basic Education,Technical Degree,Delighted,Male,76.0,Delighted,Entry Level,Laboratory Technician,Dissatisfied,Single,2559.0,5,No,11,Satisfied,Satisfied,Unvested,7,4,Dissatisfied,1,0,0,0
1259,27,No,Rarely,1167.0,Research & Development,4,Basic Education,Life Sciences,Not Satisfied at all,Male,76.0,Satisfied,Entry Level,Research Scientist,Satisfied,Unknown,2517.0,1,No,11,Satisfied,Dissatisfied,Executive,5,4,Satisfied,5,3,0,3
1260,29,No,Rarely,1329.0,Research & Development,7,Associate Degree,Life Sciences,Satisfied,Male,82.0,Satisfied,Junior,Healthcare Representative,Delighted,Divorced,6623.0,1,Yes,11,Satisfied,Dissatisfied,Intermediate,6,2,Satisfied,6,0,1,0
1263,48,No,Rarely,715.0,Research & Development,1,Associate Degree,Life Sciences,Delighted,Male,76.0,Dissatisfied,Executive,Research Director,Delighted,Single,18265.0,6,No,12,Satisfied,Satisfied,Unvested,25,3,Delighted,1,0,0,3
1264,29,No,Rarely,694.0,Research & Development,1,Associate Degree,Life Sciences,Delighted,Female,87.0,Dissatisfied,Manager,Research Director,Delighted,Divorced,16124.0,3,No,14,Satisfied,Dissatisfied,Intermediate,9,2,Dissatisfied,7,7,1,7
1265,34,No,Rarely,1320.0,Research & Development,20,Associate Degree,Technical Degree,Satisfied,Female,89.0,Delighted,Entry Level,Research Scientist,Satisfied,Married,2585.0,0,No,17,Satisfied,Delighted,Unvested,2,5,Dissatisfied,1,0,0,0
1267,36,No,Rarely,1099.0,Sales,5,Associate Degree,Marketing,Dissatisfied,Male,88.0,Satisfied,Executive,Manager,Dissatisfied,Married,18213.0,7,No,11,Satisfied,Satisfied,Basic,26,5,Satisfied,22,9,3,10
1268,33,No,Rarely,536.0,Sales,10,Postgraduate,Marketing,Delighted,Male,82.0,Delighted,Senior,Sales Executive,Satisfied,Divorced,8380.0,0,Yes,14,Satisfied,Delighted,Intermediate,10,3,Satisfied,9,8,0,8
1269,19,No,Rarely,265.0,Research & Development,25,Associate Degree,Unknown,Dissatisfied,Female,57.0,Delighted,Entry Level,Research Scientist,Delighted,Single,2994.0,1,Yes,12,Satisfied,Delighted,Unvested,1,2,Satisfied,1,0,0,1
1270,23,No,Rarely,373.0,Research & Development,1,Basic Education,Life Sciences,Delighted,Male,47.0,Satisfied,Entry Level,Research Scientist,Satisfied,Married,1223.0,1,No,22,Delighted,Delighted,Basic,1,2,Satisfied,1,0,0,1
1273,25,Yes,Frequently,599.0,Sales,24,No Formal Education,Life Sciences,Satisfied,Male,73.0,Not Satisfied at all,Entry Level,Sales Representative,Delighted,Single,1118.0,1,Yes,14,Satisfied,Delighted,Unvested,1,4,Satisfied,1,0,1,0
1275,26,No,Rarely,583.0,Research & Development,4,Basic Education,Life Sciences,Satisfied,Male,53.0,Satisfied,Entry Level,Research Scientist,Delighted,Single,2875.0,1,Yes,20,Delighted,Dissatisfied,Unvested,8,2,Dissatisfied,8,5,2,2
1277,45,Yes,Rarely,1449.0,Sales,2,Associate Degree,Marketing,Not Satisfied at all,Female,94.0,Not Satisfied at all,Executive,Manager,Dissatisfied,Single,18824.0,2,Yes,16,Satisfied,Not Satisfied at all,Unvested,26,2,Satisfied,24,10,1,11
1278,55,No,Non,177.0,Research & Development,8,No Formal Education,Medical,Delighted,Male,37.0,Dissatisfied,Manager,Healthcare Representative,Dissatisfied,Divorced,13577.0,1,Yes,15,Satisfied,Delighted,Basic,34,3,Satisfied,33,9,15,0
1279,21,Yes,Frequently,251.0,Research & Development,10,Basic Education,Life Sciences,Not Satisfied at all,Female,45.0,Dissatisfied,Entry Level,Laboratory Technician,Satisfied,Single,2625.0,1,No,20,Delighted,Satisfied,Unvested,2,2,Not Satisfied at all,2,2,2,2
1280,36,No,Rarely,168.0,Sales,4,Basic Education,Marketing,Delighted,Female,33.0,Dissatisfied,Executive,Manager,Dissatisfied,Married,18789.0,2,No,14,Satisfied,Satisfied,Basic,26,2,Satisfied,11,4,0,8
1281,34,No,Rarely,131.0,Sales,2,Associate Degree,Marketing,Satisfied,Female,86.0,Satisfied,Junior,Sales Executive,Not Satisfied at all,Single,4538.0,0,Yes,12,Satisfied,Delighted,Unvested,4,3,Satisfied,3,2,0,2
1282,51,No,Frequently,237.0,Sales,9,Associate Degree,Life Sciences,Delighted,Male,83.0,Satisfied,Executive,Manager,Dissatisfied,Divorced,19847.0,4,Yes,24,Delighted,Not Satisfied at all,Basic,31,5,Dissatisfied,29,10,11,10
1283,59,No,Rarely,1429.0,Research & Development,18,Bachelor's Degree,Medical,Delighted,Male,67.0,Satisfied,Senior,Manufacturing Director,Delighted,Single,10512.0,6,No,12,Satisfied,Delighted,Unvested,25,6,Dissatisfied,9,7,5,4
1285,34,No,Frequently,135.0,Research & Development,19,Associate Degree,Medical,Satisfied,Female,46.0,Satisfied,Junior,Laboratory Technician,Dissatisfied,Unknown,4444.0,4,No,13,Satisfied,Satisfied,Intermediate,15,2,Delighted,11,8,5,10
1286,28,No,Frequently,791.0,Research & Development,1,Bachelor's Degree,Unknown,Delighted,Male,44.0,Satisfied,Entry Level,Laboratory Technician,Satisfied,Single,2154.0,0,Yes,11,Satisfied,Satisfied,Unvested,5,2,Dissatisfied,4,2,0,2
1288,44,No,Rarely,1199.0,Research & Development,4,Basic Education,Life Sciences,Satisfied,Male,92.0,Delighted,Executive,Manager,Not Satisfied at all,Divorced,19190.0,1,No,14,Satisfied,Delighted,Intermediate,26,4,Dissatisfied,25,9,14,8
1289,34,No,Frequently,648.0,Human Resources,11,Associate Degree,Life Sciences,Satisfied,Male,56.0,Dissatisfied,Junior,Human Resources,Dissatisfied,Unknown,4907.0,4,No,11,Satisfied,Delighted,Intermediate,14,5,Delighted,10,9,1,8
1291,35,No,Rarely,735.0,Research & Development,6,No Formal Education,Life Sciences,Satisfied,Male,66.0,Satisfied,Entry Level,Research Scientist,Satisfied,Married,3506.0,0,Yes,14,Satisfied,Delighted,Unvested,4,3,Satisfied,3,2,2,2
1292,42,No,Rarely,603.0,Research & Development,7,Bachelor's Degree,Medical,Dissatisfied,Female,78.0,Delighted,Junior,Research Scientist,Dissatisfied,Married,2372.0,6,Yes,16,Satisfied,Delighted,Unvested,18,2,Satisfied,1,0,0,0
1293,43,No,Rarely,531.0,Sales,4,Bachelor's Degree,Marketing,Delighted,Female,56.0,Dissatisfied,Senior,Sales Executive,Delighted,Single,10231.0,3,No,14,Satisfied,Delighted,Unvested,23,3,Delighted,21,7,15,17
1294,36,No,Rarely,429.0,Research & Development,2,Bachelor's Degree,Life Sciences,Satisfied,Female,53.0,Satisfied,Junior,Manufacturing Director,Dissatisfied,Single,5410.0,9,Yes,11,Satisfied,Delighted,Unvested,18,2,Satisfied,16,14,5,12
1295,44,Yes,Rarely,621.0,Research & Development,15,Associate Degree,Medical,Not Satisfied at all,Female,73.0,Satisfied,Senior,Healthcare Representative,Delighted,Married,7978.0,1,No,11,Satisfied,Delighted,Basic,10,2,Satisfied,10,7,0,5
1296,28,No,Frequently,193.0,Research & Development,2,Associate Degree,Life Sciences,Delighted,Male,52.0,Dissatisfied,Entry Level,Laboratory Technician,Delighted,Married,3867.0,1,Yes,12,Satisfied,Dissatisfied,Basic,2,2,Satisfied,2,2,2,2
